request_id,submitted_at,channel,region,account_tier,item_code,item_class,quantity,declared_value,item_age_days,has_documentation,prior_requests_90d,flagged_duplicate,recorded_outcome
REQ-100861,2026-06-12T12:09:00,API,EMEA,BRONZE,ITM-8946,CLASS_A,1,12.81,599,false,0,false,AUTO_DECLINED
REQ-100862,2025-05-11T10:09:00,EMAIL,EMEA,SILVER,ITM-7852,CLASS_A,15,577.2,27,true,0,false,MANUAL_APPROVED
REQ-100863,2025-11-11T16:30:00,EMAIL,EMEA,SILVER,ITM-8507,CLASS_C,8,2994.16,216,false,3,false,MANUAL_DECLINED
REQ-100864,2025-07-11T12:16:00,PORTAL,NA,BRONZE,ITM-6392,CLASS_D,5,96.3,144,true,0,false,MANUAL_DECLINED
REQ-100865,2025-07-01T14:49:00,API,EMEA,BRONZE,ITM-6271,CLASS_B,1,32.54,163,true,1,false,MANUAL_APPROVED
REQ-100866,2025-05-30T05:04:00,API,EMEA,SILVER,ITM-9432,CLASS_B,1,26.8,5,true,1,false,MANUAL_APPROVED
REQ-100867,2026-06-24T20:25:00,PHONE,APAC,GOLD,ITM-3344,CLASS_C,40,1934.0,454,true,2,false,MANUAL_APPROVED
REQ-100868,2025-06-15T23:50:00,EMAIL,EMEA,PLATINUM,ITM-4922,CLASS_A,1,35.83,96,true,1,false,AUTO_APPROVED
REQ-100869,2025-09-11T11:59:00,EMAIL,EMEA,BRONZE,ITM-9833,CLASS_B,1,11.68,28,false,0,true,AUTO_DECLINED
REQ-100870,2026-05-02T21:25:00,EMAIL,APAC,BRONZE,ITM-6858,CLASS_C,2,187.64,335,true,12,false,ROUTED_SPECIALIST
REQ-100871,2025-12-11T09:27:00,EMAIL,NA,BRONZE,ITM-3065,CLASS_B,3,158.76,18,true,2,false,MANUAL_APPROVED
REQ-100872,2026-07-10T15:07:00,PORTAL,LATAM,BRONZE,ITM-2427,CLASS_B,3,80.07,545,false,0,false,AUTO_DECLINED
REQ-100873,2026-07-14T04:22:00,EMAIL,NA,BRONZE,ITM-7158,CLASS_B,2,688.94,755,true,0,false,MANUAL_APPROVED
REQ-100874,2025-05-09T22:51:00,EMAIL,NA,GOLD,ITM-6192,CLASS_B,2,18.8,28,true,0,false,AUTO_APPROVED
REQ-100875,2025-05-29T05:44:00,PORTAL,NA,BRONZE,ITM-6138,CLASS_A,2,21.98,875,false,1,false,AUTO_DECLINED
REQ-100876,2025-08-20T06:30:00,PORTAL,EMEA,BRONZE,ITM-1360,CLASS_B,2,163.7,46,true,0,false,MANUAL_DECLINED
REQ-100877,2025-05-21T04:28:00,PORTAL,APAC,BRONZE,ITM-3526,CLASS_C,2,114.04,726,true,2,false,MANUAL_DECLINED
REQ-100878,2026-01-02T01:53:00,PORTAL,EMEA,BRONZE,ITM-8981,CLASS_C,40,924.8,18,true,2,false,MANUAL_DECLINED
REQ-100879,2025-05-16T17:11:00,PHONE,APAC,GOLD,ITM-6037,CLASS_C,2,1384.36,1036,false,3,false,MANUAL_DECLINED
REQ-100880,2025-07-17T18:00:00,PORTAL,NA,BRONZE,ITM-7676,CLASS_C,2,50.34,708,true,3,false,MANUAL_APPROVED
REQ-100881,2025-05-21T16:22:00,PORTAL,NA,BRONZE,ITM-9699,CLASS_B,8,116.4,151,false,0,false,MANUAL_DECLINED
REQ-100882,2025-11-03T05:31:00,API,APAC,BRONZE,ITM-9811,CLASS_A,8,682.24,285,false,0,false,MANUAL_DECLINED
REQ-100883,2025-03-19T21:54:00,EMAIL,EMEA,BRONZE,ITM-3390,CLASS_A,120,15816.0,28,true,1,false,MANUAL_DECLINED
REQ-100884,2026-04-23T15:27:00,API,NA,BRONZE,ITM-4906,CLASS_B,15,173.4,28,true,2,false,MANUAL_APPROVED
REQ-100885,2025-09-25T10:20:00,API,NA,BRONZE,ITM-9649,CLASS_A,8,236.56,157,false,0,false,MANUAL_DECLINED
REQ-100886,2025-07-20T20:42:00,PORTAL,EMEA,BRONZE,ITM-6974,CLASS_C,5,171.4,2,false,2,false,AUTO_DECLINED
REQ-100887,2025-11-25T12:42:00,EMAIL,NA,BRONZE,ITM-3054,CLASS_D,1,71.15,21,true,1,false,MANUAL_APPROVED
REQ-100888,2025-04-21T16:27:00,PORTAL,APAC,BRONZE,ITM-6311,CLASS_B,1,16.78,16,true,0,false,MANUAL_DECLINED
REQ-100889,2025-09-05T11:16:00,PORTAL,APAC,BRONZE,ITM-6307,CLASS_A,1,196.39,59,true,0,false,MANUAL_APPROVED
REQ-100890,2025-09-02T18:24:00,PORTAL,NA,SILVER,ITM-2676,CLASS_B,40,6221.2,4,true,8,false,MANUAL_DECLINED
REQ-100891,2026-06-09T12:49:00,API,NA,GOLD,ITM-2076,CLASS_A,3,59.04,980,false,1,false,MANUAL_DECLINED
REQ-100892,2025-09-20T07:32:00,API,NA,SILVER,ITM-6637,CLASS_D,2,38.74,907,true,1,false,MANUAL_APPROVED
REQ-100893,2025-08-15T21:30:00,PORTAL,EMEA,BRONZE,ITM-3065,CLASS_D,1,144.9,119,false,0,false,MANUAL_DECLINED
REQ-100894,2025-07-16T00:39:00,PORTAL,EMEA,BRONZE,ITM-2159,CLASS_C,1,51.61,135,false,1,false,MANUAL_DECLINED
REQ-100895,2025-10-03T20:06:00,API,EMEA,SILVER,ITM-6644,CLASS_A,1,9.49,25,true,2,false,AUTO_APPROVED
REQ-100896,2025-02-20T04:34:00,PORTAL,APAC,BRONZE,ITM-7040,CLASS_B,2,480.36,175,false,0,false,AUTO_DECLINED
REQ-100897,2025-08-29T23:17:00,API,NA,SILVER,ITM-4468,CLASS_A,2,29.0,6,true,2,false,MANUAL_APPROVED
REQ-100898,2026-08-07T08:05:00,API,NA,SILVER,ITM-8693,CLASS_B,5,464.3,367,true,8,false,ROUTED_SPECIALIST
REQ-100899,2025-06-29T04:20:00,EMAIL,NA,BRONZE,ITM-2152,CLASS_C,15,786.75,29,true,0,false,MANUAL_DECLINED
REQ-100900,2026-03-12T11:33:00,PORTAL,EMEA,PLATINUM,ITM-3432,CLASS_B,1,29.41,149,true,0,false,AUTO_APPROVED
REQ-100901,2025-06-09T20:35:00,PORTAL,EMEA,BRONZE,ITM-1937,CLASS_B,8,119.12,657,true,0,false,MANUAL_APPROVED
REQ-100902,2025-02-25T15:28:00,PORTAL,NA,BRONZE,ITM-6176,CLASS_A,2,12.2,24,true,0,false,MANUAL_APPROVED
REQ-100903,2026-07-13T12:39:00,PORTAL,APAC,SILVER,ITM-7299,CLASS_B,2,27.3,35,true,3,false,AUTO_APPROVED
REQ-100904,2025-08-19T18:13:00,EMAIL,LATAM,BRONZE,ITM-8378,CLASS_B,1,63.29,12,true,0,false,MANUAL_APPROVED
REQ-100905,2026-02-12T10:44:00,EMAIL,EMEA,BRONZE,ITM-4800,CLASS_A,1,11.07,47,true,3,false,MANUAL_APPROVED
REQ-100906,2025-02-24T06:09:00,API,NA,BRONZE,ITM-9813,CLASS_C,1,7.43,266,true,0,true,AUTO_DECLINED
REQ-100907,2025-01-16T13:39:00,EMAIL,NA,GOLD,ITM-5620,CLASS_B,8,263.6,55,true,1,false,MANUAL_APPROVED
REQ-100908,2026-03-14T00:28:00,EMAIL,NA,BRONZE,ITM-9792,CLASS_B,5,265.35,133,false,1,false,MANUAL_APPROVED
REQ-100909,2025-05-12T17:49:00,PORTAL,NA,BRONZE,ITM-8213,CLASS_A,2,171.34,26,true,0,false,MANUAL_APPROVED
REQ-100910,2025-02-27T21:30:00,PORTAL,EMEA,SILVER,ITM-1500,CLASS_B,15,2398.35,254,false,1,false,AUTO_DECLINED
REQ-100911,2025-12-04T19:12:00,API,EMEA,SILVER,ITM-5673,CLASS_C,8,173.04,48,true,3,false,MANUAL_DECLINED
REQ-100912,2026-06-04T04:49:00,PORTAL,EMEA,SILVER,ITM-6181,CLASS_C,1,4.76,96,false,1,false,MANUAL_DECLINED
REQ-100913,2025-06-22T03:03:00,API,NA,SILVER,ITM-3345,CLASS_A,8,1307.92,182,true,2,false,MANUAL_APPROVED
REQ-100914,2025-11-29T17:29:00,PHONE,NA,BRONZE,ITM-8034,CLASS_B,2,187.06,14,true,5,false,MANUAL_APPROVED
REQ-100915,2026-02-07T22:41:00,PHONE,EMEA,BRONZE,ITM-7251,CLASS_C,1,10.0,23,true,0,false,MANUAL_APPROVED
REQ-100916,2025-12-10T00:53:00,PORTAL,EMEA,GOLD,ITM-4662,CLASS_C,5,166.5,113,false,1,false,MANUAL_DECLINED
REQ-100917,2025-12-26T08:28:00,PORTAL,NA,SILVER,ITM-8024,CLASS_B,15,903.0,24,true,1,false,MANUAL_APPROVED
REQ-100918,2025-02-14T03:03:00,EMAIL,NA,BRONZE,ITM-8062,CLASS_A,1,56.07,108,true,1,false,MANUAL_APPROVED
REQ-100919,2026-08-15T09:35:00,PORTAL,APAC,GOLD,ITM-6148,CLASS_D,3,68.16,572,true,8,false,ROUTED_SPECIALIST
REQ-100920,2025-12-02T08:34:00,PORTAL,NA,BRONZE,ITM-1076,CLASS_A,1,24.51,19,true,0,false,MANUAL_DECLINED
REQ-100921,2025-02-11T01:55:00,EMAIL,APAC,BRONZE,ITM-5985,CLASS_A,40,1102.0,27,true,0,false,MANUAL_APPROVED
REQ-100922,2026-06-01T23:47:00,PORTAL,LATAM,GOLD,ITM-9985,CLASS_C,1,44.17,63,true,3,false,AUTO_APPROVED
REQ-100923,2025-04-24T14:05:00,API,EMEA,BRONZE,ITM-6591,CLASS_B,5,46.0,109,false,0,false,MANUAL_DECLINED
REQ-100924,2026-05-17T21:10:00,API,NA,BRONZE,ITM-8706,CLASS_B,120,1822.8,21,false,0,false,AUTO_DECLINED
REQ-100925,2026-07-19T13:06:00,EMAIL,NA,SILVER,ITM-4630,CLASS_C,1,22.56,140,false,0,false,AUTO_DECLINED
REQ-100926,2026-01-12T20:24:00,PORTAL,APAC,SILVER,ITM-4317,CLASS_D,2,34.9,206,true,0,false,MANUAL_APPROVED
REQ-100927,2026-08-06T03:31:00,API,LATAM,PLATINUM,ITM-3961,CLASS_B,40,1393.2,65,true,0,false,AUTO_APPROVED
REQ-100928,2026-05-30T01:59:00,EMAIL,NA,GOLD,ITM-5920,CLASS_C,15,618.75,23,true,0,false,MANUAL_APPROVED
REQ-100929,2026-03-07T17:58:00,PORTAL,EMEA,SILVER,ITM-9774,CLASS_B,1,21.3,260,true,3,false,MANUAL_APPROVED
REQ-100930,2025-06-15T03:13:00,PORTAL,EMEA,BRONZE,ITM-1658,CLASS_C,1,51.25,1009,false,1,false,AUTO_DECLINED
REQ-100931,2025-07-19T08:19:00,PORTAL,NA,BRONZE,ITM-8111,CLASS_B,2,41.38,100,true,1,false,MANUAL_APPROVED
REQ-100932,2025-09-23T10:11:00,PORTAL,APAC,PLATINUM,ITM-5704,CLASS_B,2,34.72,173,true,5,false,MANUAL_APPROVED
REQ-100933,2025-07-23T22:07:00,API,NA,SILVER,ITM-8208,CLASS_C,2,20.74,588,true,5,false,MANUAL_DECLINED
REQ-100934,2026-01-23T06:07:00,PORTAL,APAC,SILVER,ITM-2986,CLASS_C,1,32.49,109,true,0,true,MANUAL_DECLINED
REQ-100935,2026-06-26T05:55:00,EMAIL,APAC,SILVER,ITM-4944,CLASS_A,5,423.15,191,true,0,false,AUTO_APPROVED
REQ-100936,2025-08-14T04:43:00,PORTAL,NA,GOLD,ITM-8863,CLASS_C,1,32.46,208,false,0,false,MANUAL_APPROVED
REQ-100937,2025-10-17T23:48:00,PORTAL,NA,BRONZE,ITM-6148,CLASS_B,2,37.26,1119,true,3,false,MANUAL_DECLINED
REQ-100938,2025-03-09T02:11:00,PORTAL,APAC,BRONZE,ITM-7376,CLASS_B,40,430.0,342,true,0,false,MANUAL_DECLINED
REQ-100939,2025-03-26T14:30:00,PORTAL,NA,SILVER,ITM-7506,CLASS_D,40,344.4,77,false,1,true,AUTO_DECLINED
REQ-100940,2026-01-07T20:46:00,API,LATAM,BRONZE,ITM-8578,CLASS_B,3,493.92,21,true,0,false,MANUAL_DECLINED
REQ-100941,2025-02-03T09:16:00,PORTAL,NA,GOLD,ITM-9958,CLASS_A,400,64568.0,216,true,0,false,ROUTED_SPECIALIST
REQ-100942,2025-09-01T05:59:00,PORTAL,NA,BRONZE,ITM-2715,CLASS_D,1,10.13,1,true,0,false,MANUAL_DECLINED
REQ-100943,2025-08-30T01:59:00,PORTAL,NA,GOLD,ITM-3945,CLASS_A,15,4139.4,982,false,2,false,MANUAL_DECLINED
REQ-100944,2025-02-28T03:46:00,API,NA,BRONZE,ITM-6551,CLASS_B,2,7.28,166,true,2,false,MANUAL_APPROVED
REQ-100945,2026-05-08T10:49:00,PORTAL,EMEA,PLATINUM,ITM-4507,CLASS_A,2,277.74,12,true,3,false,AUTO_APPROVED
REQ-100946,2026-07-18T20:47:00,PORTAL,NA,BRONZE,ITM-6219,CLASS_C,1,77.29,509,true,2,false,MANUAL_DECLINED
REQ-100947,2026-08-10T14:20:00,PORTAL,EMEA,GOLD,ITM-8230,CLASS_A,8,154.48,1195,true,3,false,AUTO_APPROVED
REQ-100948,2025-06-24T05:54:00,API,NA,BRONZE,ITM-8862,CLASS_B,5,31.5,31,true,0,false,MANUAL_APPROVED
REQ-100949,2026-03-18T10:45:00,API,EMEA,BRONZE,ITM-9727,CLASS_A,40,5158.0,9,false,0,false,MANUAL_DECLINED
REQ-100950,2026-01-02T16:35:00,EMAIL,LATAM,GOLD,ITM-5264,CLASS_B,5,147.3,21,true,3,false,MANUAL_APPROVED
REQ-100951,2025-07-22T19:39:00,PORTAL,NA,PLATINUM,ITM-5984,CLASS_C,2,121.36,156,false,5,false,AUTO_DECLINED
REQ-100952,2025-11-26T15:47:00,PORTAL,EMEA,SILVER,ITM-3385,CLASS_B,15,1889.25,333,true,1,false,AUTO_APPROVED
REQ-100953,2026-01-15T12:13:00,PORTAL,NA,BRONZE,ITM-3140,CLASS_B,3,61.08,63,true,0,false,MANUAL_APPROVED
REQ-100954,2026-01-14T08:56:00,EMAIL,NA,BRONZE,ITM-7313,CLASS_B,40,5445.2,39,true,0,false,MANUAL_DECLINED
REQ-100955,2025-10-04T03:55:00,EMAIL,APAC,SILVER,ITM-3694,CLASS_C,8,759.44,365,true,0,false,MANUAL_APPROVED
REQ-100956,2026-03-07T10:22:00,PORTAL,NA,SILVER,ITM-8505,CLASS_C,2,231.44,156,false,0,false,MANUAL_DECLINED
REQ-100957,2026-06-30T21:40:00,PHONE,NA,BRONZE,ITM-5128,CLASS_B,5,310.45,830,false,0,false,AUTO_DECLINED
REQ-100958,2025-08-23T16:17:00,PORTAL,EMEA,PLATINUM,ITM-2676,CLASS_B,2,67.9,338,false,0,false,MANUAL_DECLINED
REQ-100959,2025-12-15T23:27:00,PORTAL,APAC,GOLD,ITM-4715,CLASS_D,120,4458.0,2,true,1,false,MANUAL_APPROVED
REQ-100960,2025-09-21T04:56:00,API,EMEA,BRONZE,ITM-7957,CLASS_C,1,33.01,108,true,0,false,MANUAL_DECLINED
REQ-100961,2025-11-16T07:08:00,PORTAL,NA,BRONZE,ITM-7892,CLASS_C,1,51.6,327,false,0,false,AUTO_DECLINED
REQ-100962,2025-07-08T16:47:00,API,NA,BRONZE,ITM-9116,CLASS_C,3,13.62,205,true,8,false,ROUTED_SPECIALIST
REQ-100963,2025-12-03T19:48:00,PORTAL,NA,SILVER,ITM-9155,CLASS_A,5,338.95,286,true,0,false,MANUAL_APPROVED
REQ-100964,2025-07-19T02:57:00,PORTAL,EMEA,GOLD,ITM-5176,CLASS_A,1,37.76,78,true,0,false,AUTO_APPROVED
REQ-100965,2025-01-06T04:17:00,API,EMEA,PLATINUM,ITM-9193,CLASS_A,40,5490.4,999,true,0,false,MANUAL_APPROVED
REQ-100966,2025-12-03T04:04:00,API,EMEA,GOLD,ITM-3620,CLASS_C,120,3115.2,23,false,2,false,MANUAL_DECLINED
REQ-100967,2025-03-17T01:06:00,EMAIL,NA,BRONZE,ITM-1878,CLASS_B,2,22.46,219,false,0,false,MANUAL_DECLINED
REQ-100968,2025-11-19T03:59:00,PORTAL,NA,PLATINUM,ITM-7405,CLASS_C,8,149.12,166,false,0,false,MANUAL_DECLINED
REQ-100969,2026-06-14T10:19:00,PORTAL,EMEA,SILVER,ITM-1061,CLASS_D,5,272.0,25,false,0,false,AUTO_DECLINED
REQ-100970,2025-05-08T10:14:00,EMAIL,APAC,SILVER,ITM-7029,CLASS_B,8,131.68,46,true,1,true,AUTO_DECLINED
REQ-100971,2026-07-21T02:14:00,API,NA,SILVER,ITM-3799,CLASS_C,3,10.89,33,true,0,false,MANUAL_DECLINED
REQ-100972,2026-07-09T11:05:00,API,NA,GOLD,ITM-9148,CLASS_C,8,381.52,878,true,12,false,ROUTED_SPECIALIST
REQ-100973,2025-09-04T14:51:00,PORTAL,NA,GOLD,ITM-9772,CLASS_B,8,1576.32,44,true,0,false,AUTO_APPROVED
REQ-100974,2026-05-24T01:48:00,PORTAL,EMEA,BRONZE,ITM-4255,CLASS_A,8,940.32,250,true,2,false,MANUAL_DECLINED
REQ-100975,2026-08-08T04:41:00,API,NA,SILVER,ITM-2228,CLASS_B,1,282.83,7,true,2,false,MANUAL_APPROVED
REQ-100976,2026-03-05T12:50:00,PORTAL,EMEA,SILVER,ITM-4446,CLASS_A,40,2850.4,127,true,0,false,MANUAL_APPROVED
REQ-100977,2025-06-02T00:34:00,PORTAL,LATAM,BRONZE,ITM-5681,CLASS_B,1,105.16,329,true,8,false,MANUAL_APPROVED
REQ-100978,2025-07-02T14:41:00,PORTAL,EMEA,GOLD,ITM-2307,CLASS_C,40,710.4,23,true,12,true,AUTO_DECLINED
REQ-100979,2025-11-01T21:47:00,PHONE,NA,SILVER,ITM-1529,CLASS_A,3,164.43,260,false,5,false,MANUAL_DECLINED
REQ-100980,2026-01-12T10:53:00,PORTAL,NA,GOLD,ITM-2258,CLASS_A,8,571.68,319,true,12,true,AUTO_DECLINED
REQ-100981,2026-08-21T11:17:00,PORTAL,NA,BRONZE,ITM-2381,CLASS_A,1,11.19,126,true,1,false,MANUAL_APPROVED
REQ-100982,2025-08-04T07:54:00,PORTAL,NA,BRONZE,ITM-7461,CLASS_B,1,55.77,36,true,0,false,AUTO_APPROVED
REQ-100983,2026-04-20T05:16:00,PORTAL,APAC,GOLD,ITM-3341,CLASS_C,5,348.5,58,true,1,false,MANUAL_APPROVED
REQ-100984,2026-02-23T06:05:00,PHONE,EMEA,SILVER,ITM-7563,CLASS_C,8,97.44,184,true,2,false,MANUAL_DECLINED
REQ-100985,2026-02-28T08:47:00,PORTAL,EMEA,SILVER,ITM-4409,CLASS_A,2,142.68,16,true,1,false,AUTO_APPROVED
REQ-100986,2026-03-04T12:56:00,PORTAL,NA,BRONZE,ITM-6651,CLASS_C,1,32.22,50,true,1,false,MANUAL_APPROVED
REQ-100987,2025-09-30T14:01:00,API,LATAM,BRONZE,ITM-9001,CLASS_B,40,11206.4,196,true,2,true,AUTO_DECLINED
REQ-100988,2025-09-24T17:03:00,EMAIL,EMEA,BRONZE,ITM-4076,CLASS_A,5,75.45,111,true,1,false,MANUAL_APPROVED
REQ-100989,2025-04-19T16:57:00,PORTAL,NA,SILVER,ITM-3939,CLASS_B,15,199.05,191,false,0,false,MANUAL_DECLINED
REQ-100990,2026-02-06T14:23:00,PORTAL,NA,GOLD,ITM-4873,CLASS_B,120,4512.0,102,true,1,true,AUTO_DECLINED
REQ-100991,2025-05-29T15:51:00,API,APAC,BRONZE,ITM-2205,CLASS_B,1,136.5,17,true,0,false,MANUAL_APPROVED
REQ-100992,2025-05-07T10:00:00,PORTAL,APAC,BRONZE,ITM-4671,CLASS_C,3,231.33,7,true,1,false,MANUAL_DECLINED
REQ-100993,2026-04-09T04:12:00,EMAIL,NA,BRONZE,ITM-8467,CLASS_C,15,3028.35,47,false,5,false,AUTO_DECLINED
REQ-100994,2026-06-02T14:13:00,PORTAL,NA,BRONZE,ITM-7339,CLASS_A,2,536.92,2,false,0,false,MANUAL_DECLINED
REQ-100995,2025-02-04T13:21:00,PORTAL,NA,GOLD,ITM-2462,CLASS_A,2,69.8,18,true,0,false,MANUAL_APPROVED
REQ-100996,2026-04-30T04:56:00,EMAIL,NA,SILVER,ITM-2362,CLASS_C,1,31.04,179,true,8,false,MANUAL_DECLINED
REQ-100997,2025-10-15T14:36:00,EMAIL,EMEA,SILVER,ITM-9547,CLASS_A,2,484.84,1,true,0,false,MANUAL_APPROVED
REQ-100998,2025-02-20T09:19:00,EMAIL,NA,PLATINUM,ITM-7915,CLASS_B,8,918.24,169,true,0,false,AUTO_APPROVED
REQ-100999,2025-10-12T11:33:00,PORTAL,APAC,BRONZE,ITM-2998,CLASS_A,1,9.25,20,true,1,false,MANUAL_APPROVED
REQ-101000,2025-04-11T02:51:00,API,NA,SILVER,ITM-6651,CLASS_B,15,435.75,21,true,3,false,MANUAL_APPROVED
REQ-101001,2025-03-16T23:23:00,API,EMEA,SILVER,ITM-1118,CLASS_B,2,75.72,183,true,1,false,AUTO_APPROVED
REQ-101002,2026-01-12T08:57:00,API,NA,BRONZE,ITM-8158,CLASS_B,15,1198.2,30,true,5,false,MANUAL_DECLINED
REQ-101003,2025-08-02T19:29:00,API,APAC,PLATINUM,ITM-9109,CLASS_D,120,1640.4,162,true,5,false,MANUAL_DECLINED
REQ-101004,2025-02-14T02:20:00,PORTAL,APAC,BRONZE,ITM-9639,CLASS_A,120,7026.0,955,true,0,false,MANUAL_DECLINED
REQ-101005,2026-06-29T09:13:00,EMAIL,LATAM,GOLD,ITM-8823,CLASS_D,1,101.41,144,true,1,false,AUTO_APPROVED
REQ-101006,2025-09-03T21:57:00,EMAIL,NA,SILVER,ITM-9380,CLASS_B,1,13.67,6,false,0,false,MANUAL_DECLINED
REQ-101007,2025-03-15T00:18:00,PORTAL,APAC,GOLD,ITM-4051,CLASS_A,2,51.28,62,false,2,false,MANUAL_APPROVED
REQ-101008,2025-09-29T08:35:00,EMAIL,NA,GOLD,ITM-1812,CLASS_B,2,39.26,32,true,1,false,AUTO_APPROVED
REQ-101009,2026-04-22T13:50:00,EMAIL,NA,GOLD,ITM-6518,CLASS_C,5,155.0,324,false,0,false,MANUAL_DECLINED
REQ-101010,2025-02-19T04:29:00,PORTAL,LATAM,GOLD,ITM-2802,CLASS_C,3,161.97,18,true,0,true,MANUAL_DECLINED
REQ-101011,2026-04-15T16:20:00,PORTAL,LATAM,GOLD,ITM-8236,CLASS_A,1,13.61,474,false,1,false,AUTO_DECLINED
REQ-101012,2025-10-19T16:30:00,PORTAL,NA,BRONZE,ITM-5731,CLASS_B,3,134.34,340,true,0,false,MANUAL_APPROVED
REQ-101013,2025-07-08T03:20:00,PORTAL,NA,SILVER,ITM-5885,CLASS_A,8,173.2,8,true,0,false,MANUAL_APPROVED
REQ-101014,2025-10-22T14:04:00,PORTAL,EMEA,GOLD,ITM-9028,CLASS_A,2,67.02,55,false,0,false,MANUAL_DECLINED
REQ-101015,2026-03-06T20:14:00,EMAIL,EMEA,BRONZE,ITM-4432,CLASS_A,1,13.82,151,false,0,false,MANUAL_DECLINED
REQ-101016,2025-08-17T14:36:00,PHONE,NA,SILVER,ITM-5420,CLASS_A,8,2581.44,17,true,0,false,MANUAL_APPROVED
REQ-101017,2025-11-14T21:31:00,API,EMEA,GOLD,ITM-7567,CLASS_A,1,76.53,209,true,2,false,AUTO_APPROVED
REQ-101018,2025-02-28T00:03:00,API,EMEA,GOLD,ITM-7204,CLASS_A,15,926.7,110,true,0,false,MANUAL_APPROVED
REQ-101019,2025-02-15T06:09:00,PORTAL,NA,SILVER,ITM-4475,CLASS_C,1,7.46,22,true,0,false,MANUAL_APPROVED
REQ-101020,2025-11-17T06:31:00,API,NA,SILVER,ITM-2709,CLASS_A,2,184.0,2,true,0,false,MANUAL_APPROVED
REQ-101021,2026-01-03T08:32:00,API,NA,BRONZE,ITM-8256,CLASS_A,2,21.38,29,true,2,false,MANUAL_APPROVED
REQ-101022,2026-03-22T06:11:00,PORTAL,EMEA,BRONZE,ITM-1354,CLASS_C,15,525.6,650,false,0,false,AUTO_DECLINED
REQ-101023,2025-04-08T02:27:00,PORTAL,NA,SILVER,ITM-4477,CLASS_A,400,25872.0,35,true,5,false,ROUTED_SPECIALIST
REQ-101024,2026-01-17T11:48:00,PORTAL,NA,SILVER,ITM-1404,CLASS_A,120,2282.4,80,true,2,false,MANUAL_APPROVED
REQ-101025,2026-05-16T03:15:00,EMAIL,NA,BRONZE,ITM-6537,CLASS_A,1,18.8,7,false,1,false,MANUAL_DECLINED
REQ-101026,2026-03-29T17:06:00,PORTAL,NA,PLATINUM,ITM-1198,CLASS_C,40,1023.2,225,true,0,false,AUTO_APPROVED
REQ-101027,2026-01-12T07:16:00,PORTAL,NA,SILVER,ITM-4541,CLASS_D,3,488.34,344,true,0,false,AUTO_APPROVED
REQ-101028,2026-03-26T10:13:00,PORTAL,NA,BRONZE,ITM-3700,CLASS_D,5,140.9,20,true,0,false,MANUAL_APPROVED
REQ-101029,2026-02-20T17:17:00,PORTAL,APAC,SILVER,ITM-3281,CLASS_A,1,26.11,1100,true,3,false,MANUAL_APPROVED
REQ-101030,2025-07-21T00:40:00,PORTAL,APAC,SILVER,ITM-6434,CLASS_C,2,121.06,155,true,0,false,MANUAL_DECLINED
REQ-101031,2025-03-30T12:19:00,PORTAL,NA,SILVER,ITM-9956,CLASS_D,3,13.83,703,true,0,false,MANUAL_DECLINED
REQ-101032,2025-06-05T18:45:00,PORTAL,LATAM,SILVER,ITM-9159,CLASS_A,5,120.9,272,false,12,true,AUTO_DECLINED
REQ-101033,2025-12-28T05:28:00,API,EMEA,SILVER,ITM-1504,CLASS_B,1,69.82,66,true,0,false,MANUAL_APPROVED
REQ-101034,2026-04-30T20:15:00,API,EMEA,SILVER,ITM-2127,CLASS_B,1,53.81,390,true,0,false,MANUAL_APPROVED
REQ-101035,2025-07-30T17:13:00,PORTAL,NA,BRONZE,ITM-9679,CLASS_D,8,283.2,106,true,0,false,MANUAL_DECLINED
REQ-101036,2026-08-20T13:28:00,EMAIL,NA,GOLD,ITM-2653,CLASS_B,2,12.98,27,true,12,false,ROUTED_SPECIALIST
REQ-101037,2025-04-09T09:57:00,PORTAL,EMEA,GOLD,ITM-5033,CLASS_C,3,21.75,37,true,0,false,MANUAL_APPROVED
REQ-101038,2025-11-04T13:25:00,PORTAL,NA,BRONZE,ITM-7528,CLASS_A,2,31.24,143,true,0,false,MANUAL_DECLINED
REQ-101039,2025-12-29T07:44:00,PORTAL,EMEA,BRONZE,ITM-5612,CLASS_A,1,158.02,17,true,0,false,MANUAL_APPROVED
REQ-101040,2025-09-02T14:04:00,EMAIL,NA,SILVER,ITM-1948,CLASS_B,1,74.17,16,true,1,false,AUTO_APPROVED
REQ-101041,2025-04-21T01:42:00,PORTAL,NA,BRONZE,ITM-1667,CLASS_A,8,1128.88,323,true,0,false,AUTO_APPROVED
REQ-101042,2025-11-06T12:53:00,PORTAL,NA,SILVER,ITM-1234,CLASS_B,2,67.92,15,false,0,false,MANUAL_DECLINED
REQ-101043,2026-05-31T05:01:00,EMAIL,NA,SILVER,ITM-3859,CLASS_D,15,1323.9,309,true,3,false,MANUAL_APPROVED
REQ-101044,2026-08-11T11:06:00,PORTAL,NA,SILVER,ITM-9243,CLASS_A,5,71.15,4,true,2,false,MANUAL_APPROVED
REQ-101045,2026-06-16T20:26:00,PORTAL,NA,GOLD,ITM-6009,CLASS_B,1,5.79,109,true,0,false,MANUAL_APPROVED
REQ-101046,2025-11-15T21:24:00,EMAIL,APAC,SILVER,ITM-3344,CLASS_A,3,157.32,54,true,3,false,MANUAL_APPROVED
